author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@nikhilprajapati2127,Thank you sar,0,2024-12-19T07:35:20Z,thank you sar,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.0,0.444,0.556,0.3612,positive
@army_boy_ashu424,Kn kn abhii just aaya hai,1,2024-12-18T18:30:18Z,kn kn abhii just aaya hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AshaAsha-lf3eg,70; 🎉🎉percent,1,2024-12-18T10:59:41Z,percent,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.6597}",0.0,0.357,0.643,0.6597,positive
@ArchanaFatke,2024 vale kon hai,2,2024-12-17T02:19:13Z,vale kon hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@JivanXP,"KON KON 2025 ME DEKH RAHA HE <a href=""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""></a>",2,2024-12-16T16:38:15Z,kon kon me dekh raha he a hrefuckszuwhgymbdvujggafyywgukuhlplbiaaea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@TufailKhan-kf1ti,Hi,0,2024-12-13T16:42:59Z,hi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sejalpandey1,2025 aattent class 😢,2,2024-12-10T08:57:22Z,aattent class,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",0.437,0.563,0.0,-0.4767,negative
@dhankumarbora6052,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2478"">41:18</a> felt like Dora the explorer 😂",2,2024-12-10T06:38:54Z,a href felt like dora the explorer,"{'neg': 0.11, 'neu': 0.523, 'pos': 0.366, 'compound': 0.6597}",0.11,0.523,0.366,0.6597,positive
@Amanyadav-mg8nn,Class 11 <br>2024 - 2025 batch <br>Present here,2,2024-12-09T17:29:10Z,class br batch brpresent here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@dreamteam2.0,2024-25 attendance here 😊,1,2024-12-09T08:58:55Z,attendance here,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.0,0.5,0.5,0.7184,positive
@NikitaGopanar-s2t,Sir muje aap se bat karni he muje llt college jana me gov se hu Maharashtra se 9th,0,2024-12-09T06:24:13Z,sir muje aap se bat karni he muje llt college jana me gov se hu maharashtra se th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@YoshiroGaming777,2024-2025,1,2024-12-06T11:54:40Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@KamleshKumar-h9v7y,Sir call number mal sagta ho,0,2024-12-06T09:23:53Z,sir call number mal sagta ho,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0,0.794,0.206,0.0772,positive
@lakshdamulgir5534,🎉,1,2024-12-05T17:34:20Z,,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.0,0.27,0.73,0.4019,positive
@sussysamedits2255,December mei agya,1,2024-12-04T18:13:07Z,december mei agya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Muslim-Astronomer,"सर, जब मैं आपके बारे में सोचता हूं तो मेरे दर्द की कोई सीमा नहीं होती। आप कितने दिन जीयोगे? एक बार कुरान अरबी शब्द पढ़ें। तुम्हारे रचयिता को तुमसे कुछ कहना है, सुनो। शेष धर्मग्रंथों का नियमित पाठ करें।",1,2024-12-04T01:25:40Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@VivekFarshval,December 😞,4,2024-12-01T11:16:51Z,december,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",0.608,0.392,0.0,-0.4767,negative
@NirajNagesh-l1z,Sir class 11th science ka video kaha milega,0,2024-12-01T02:38:55Z,sir class th science ka video kaha milega,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SunnyDutta-go4zl,Yes,0,2024-11-30T07:08:24Z,yes,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.0,0.0,1.0,0.4019,positive
@AngelRavish-bm1uw,I got 90% in class 10th,1,2024-11-30T05:08:21Z,i got in class th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@AbhishekSharma-y6t6n,Sara chapter you tube PE mill jayega,0,2024-11-29T15:15:40Z,sara chapter you tube pe mill jayega,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@storygully-2x,Anyone is in december  attendence plz 😂 👍,14,2024-11-29T00:53:27Z,anyone is in december attendence plz,"{'neg': 0.112, 'neu': 0.588, 'pos': 0.3, 'compound': 0.4939}",0.112,0.588,0.3,0.4939,positive
@GRsukhgaming,2024-2025 attendance,3,2024-11-28T12:58:11Z,attendance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@DurgaDurga-w1x,𝑲𝒊𝒔𝒊 𝒌𝒆 𝒑𝒂𝒔𝒔 𝒑𝒘 𝒕𝒆𝒆𝒎 𝒌𝒂 𝒏𝒖𝒎𝒃𝒆𝒓 𝒉𝒐 𝒕𝒐 𝒅𝒆 𝒅𝒊𝒋𝒊𝒚𝒆,1,2024-11-26T13:32:26Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SobhitTiwari-w4b,Thanks you sir,1,2024-11-24T15:45:22Z,thanks you sir,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.0,0.408,0.592,0.4404,positive
@SaniyaSaman-k2q,Attendance 2025-2026 👇😊,3,2024-11-24T13:38:59Z,attendance,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7184}",0.0,0.6,0.4,0.7184,positive
@giridhardhore5165,Jee students attendance ❤,1,2024-11-23T14:37:08Z,jee students attendance,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@action_samrat,Koi ek bhasha boliye,0,2024-11-23T07:45:25Z,koi ek bhasha boliye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shahi_nawab,Still the most Popular video of this channel after 6 years 🔥🫶 depicts the legacy from where it all Started 🔥,26,2024-11-22T22:50:56Z,still the most popular video of this channel after years depicts the legacy from where it all started,"{'neg': 0.098, 'neu': 0.776, 'pos': 0.126, 'compound': 0.1761}",0.098,0.776,0.126,0.1761,positive
@just_Raiden,Kyu nhi ho rahi padhai😭,3,2024-11-22T09:53:23Z,kyu nhi ho rahi padhai,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",0.307,0.693,0.0,-0.4767,negative
@anshuldehran-f6f,Attendence of 2025 2026 students,1,2024-11-21T16:35:22Z,attendence of students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@JasiyaBaig-v3y,2026 batch❤,2,2024-11-21T11:12:48Z,batch,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.0,0.417,0.583,0.6369,positive
@Atul-9x0,"Who,s students study from today thosa aura +1000000 💀",2,2024-11-21T10:16:57Z,whos students study from today thosa aura,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ProttoyGhosh420,আমি বাংলাদেশ থেকে দেখছি। আপনার ক্লাসগুলো অনেক ভালো লাগে ❤❤।জয় শ্রী রাম 🙏🙏,1,2024-11-20T11:35:40Z,,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}",0.0,0.811,0.189,0.6369,positive
@VarshaVarshakoli-c8y,Me,0,2024-11-19T11:21:54Z,me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@PrasantKumar-ee2pe,"Arjuna Neet 2025 class 11th, Attendance here ❤❤",2,2024-11-19T07:13:19Z,arjuna neet class th attendance here,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8555}",0.0,0.517,0.483,0.8555,positive
@habibalam2226,Yes,0,2024-11-19T04:20:16Z,yes,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.0,0.0,1.0,0.4019,positive
@ffgamersaiyt354,Any one 2024 ❤,1,2024-11-18T11:10:20Z,any one,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@arpitsharma9981,Any body PCMB WALA HERE 😊,3,2024-11-17T12:16:54Z,any body pcmb wala here,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.0,0.571,0.429,0.7184,positive
@rcgaming6754,Jo 14 Nov 24 ko video dak raha ho vo like karo🎉🎉😂😂,5,2024-11-14T14:23:31Z,jo nov ko video dak raha ho vo like karo,"{'neg': 0.099, 'neu': 0.496, 'pos': 0.405, 'compound': 0.9136}",0.099,0.496,0.405,0.9136,positive
@bankersdream...3897,Anyone  is here of 2024 November month ..😅 attendance plz..🤔👍..,19,2024-11-14T13:09:54Z,anyone is here of november month attendance plz,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.4215}",0.0,0.808,0.192,0.4215,positive
@SohilKhan-08,Mai is video ko November m dekh rha hu 😅 2024,2,2024-11-14T06:41:58Z,mai is video ko november m dekh rha hu,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.0,0.839,0.161,0.3612,positive
@rudranichatterjee4924,Is it a CBSE chapter ?,1,2024-11-12T22:13:38Z,is it a cbse chapter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@246dancewithtanaya,Attendance for students watching it in November ❤,4,2024-11-12T13:51:57Z,attendance for students watching it in november,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.0,0.656,0.344,0.6369,positive
@PawanMishra7963,Kon kon 2024 me dekh raha hai😊😊😊😊😊,2,2024-11-12T10:17:34Z,kon kon me dekh raha hai,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.9818}",0.0,0.423,0.577,0.9818,positive
@jagdishbeniwal4620,❤❤❤❤❤❤❤😅😅😅😅😅😅😅,1,2024-11-11T14:52:49Z,,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.9931}",0.0,0.374,0.626,0.9931,positive
@Sukh_7009,Koi November me dkh rha hai? 😂,24,2024-11-11T14:25:34Z,koi november me dkh rha hai,"{'neg': 0.129, 'neu': 0.612, 'pos': 0.259, 'compound': 0.4404}",0.129,0.612,0.259,0.4404,positive
@ujjavalpatel3605,Sir aap physics wallah nhi upar wale ho 😊,1,2024-11-10T15:03:24Z,sir aap physics wallah nhi upar wale ho,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}",0.0,0.647,0.353,0.7184,positive
@kiranmaurya7331,Hello 👋🤗👋,2,2024-11-08T14:54:57Z,hello,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.8481}",0.0,0.303,0.697,0.8481,positive
@sshivavlogs9090,1 chapter aaj phadta hu 8 nov 2024,2,2024-11-08T04:53:24Z,chapter aaj phadta hu nov,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Kamini-yf1jp,5 din mei 5 chapter ho jaayega kya agar starting se kare to roj ek chapter with revision,0,2024-11-05T12:09:15Z,din mei chapter ho jaayega kya agar starting se kare to roj ek chapter with revision,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@HafsaClasses,Best Teacher ever and ever🎉,0,2024-11-04T14:57:02Z,best teacher ever and ever,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7845}",0.0,0.42,0.58,0.7845,positive
@PratyushSingh-w7d,Best teacher for PCM,0,2024-11-03T13:17:27Z,best teacher for pcm,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.0,0.417,0.583,0.6369,positive
@Shinchan_5d2,Is there any one who came in 2024 Nov,2,2024-11-02T16:10:59Z,is there any one who came in nov,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Fusionworld01-s7i,Kal exam hai,0,2024-11-01T14:41:52Z,kal exam hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RamDayal-n5k,Hii,0,2024-11-01T13:31:35Z,hii,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RamDayal-n5k,Class karna hai sir kaise join kare,0,2024-11-01T13:31:10Z,class karna hai sir kaise join kare,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.0,0.732,0.268,0.296,positive
@Anupbhai18,87.67%😊,0,2024-11-01T04:07:42Z,,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.7184}",0.0,0.4,0.6,0.7184,positive
@Sanakiheadexpert,Kon kon 2024 me dekh raha hai,0,2024-10-31T01:42:00Z,kon kon me dekh raha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mohammadhasan3432,2024 -25 attendence here❤❤❤,5,2024-10-30T04:25:05Z,attendence here,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.9274}",0.0,0.357,0.643,0.9274,positive
@Sachubhai-x3i,We always love you sir 🙏🙏🙏,0,2024-10-29T14:11:09Z,we always love you sir,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.0,0.704,0.296,0.6369,positive
@__md__bhakti__status,👇 2024-2025 attendance here,2,2024-10-28T02:31:36Z,attendance here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Rohit-p1g1k,Hello,1,2024-10-27T06:17:47Z,hello,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sakshampandey-s4j,Sir you are greatest teacher,1,2024-10-26T16:12:54Z,sir you are greatest teacher,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@ReenaKumari-il8qz,October wale&gt;&gt;&gt;&gt;<br>👇🏿,5,2024-10-26T03:22:13Z,october walegtgtgtgtbr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@VipulKumar-u1k,❤❤❤❤❤ Hello,0,2024-10-25T14:57:37Z,hello,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.9719}",0.0,0.222,0.778,0.9719,positive
@VipulKumar-u1k,Hii,0,2024-10-25T14:57:09Z,hii,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@VipulKumar-u1k,❤❤❤❤❤,0,2024-10-25T14:56:56Z,,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.9719}",0.0,0.192,0.808,0.9719,positive
@Kuldeepal999,Legends watching this vedio in 2024😂😂,1,2024-10-25T03:18:46Z,legends watching this vedio in,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.7003}",0.162,0.513,0.325,0.7003,positive
@helenswain6946,Anyone from pcm batch 2024-2025😀🥲,1,2024-10-25T01:21:36Z,anyone from pcm batch,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612,positive
@mam-m3e,I am student of Arts. But I want to learn all subjects. It&#39;s my first day,1,2024-10-24T14:28:40Z,i am student of arts but i want to learn all subjects its my first day,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.1154}",0.0,0.912,0.088,0.1154,positive
@shorts670-PSS,1 Like= 95% ❌<br>Hardwork=95%✅,0,2024-10-24T12:51:05Z,like brhardwork,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.0,0.762,0.238,0.3612,positive
@HOW-k7i,FAIL <br><br> RESULT<br><br><br><br><br>🎉❤,0,2024-10-24T08:08:49Z,fail brbr resultbrbrbrbrbr,"{'neg': 0.28, 'neu': 0.264, 'pos': 0.456, 'compound': 0.3954}",0.28,0.264,0.456,0.3954,positive
@KrishnaKumar-m7d2w,Hello<br>Sar,0,2024-10-24T05:53:05Z,hellobrsar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Chess-Please,Now he had 24m views,0,2024-10-24T05:13:53Z,now he had m views,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SujeetKumar-w9s,Hello,0,2024-10-24T01:31:00Z,hello,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Diamonds-s1f,1 day before exam attendance 😂,1,2024-10-24T01:20:48Z,day before exam attendance,"{'neg': 0.139, 'neu': 0.584, 'pos': 0.277, 'compound': 0.4404}",0.139,0.584,0.277,0.4404,positive
@BalbhimKarve-f9x,Great teaching ❤😊,0,2024-10-23T19:57:44Z,great teaching,"{'neg': 0.0, 'neu': 0.259, 'pos': 0.741, 'compound': 0.936}",0.0,0.259,0.741,0.936,positive
@gieh6397,Thank you❤,0,2024-10-23T13:38:11Z,thank you,"{'neg': 0.0, 'neu': 0.23, 'pos': 0.77, 'compound': 0.7717}",0.0,0.23,0.77,0.7717,positive
@anuragkatre533,Beeee,0,2024-10-22T16:34:57Z,beeee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mahirtyagi69,ham hai ulta padne vale bacche 22 October ko 1 chapter dhak rahe hai😅😅,3,2024-10-22T16:05:10Z,ham hai ulta padne vale bacche october ko chapter dhak rahe hai,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}",0.0,0.8,0.2,0.6124,positive
@anuragkatre533,Sir shai❤❤❤❤,0,2024-10-22T15:22:08Z,sir shai,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.9571}",0.0,0.263,0.737,0.9571,positive
@AnuragSingh-f2j,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=46"">0:46</a>",0,2024-10-22T14:28:46Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sapnaYadav-os7hf,Sir Hindi medium Ko bi padao please 😢😢😢😢,1,2024-10-21T13:17:36Z,sir hindi medium ko bi padao please,"{'neg': 0.502, 'neu': 0.405, 'pos': 0.093, 'compound': -0.8779}",0.502,0.405,0.093,-0.8779,negative
@MadhavShinghYadav,2026-27 attandence,0,2024-10-21T11:28:23Z,attandence,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@botgamer8078,October-November 2025 attendance here 👇,2,2024-10-20T08:23:40Z,octobernovember attendance here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Vinod_kumar_632,Who get 90 percentage in class 10,0,2024-10-20T00:22:31Z,who get percentage in class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@PayalDeokate-m8i,😊,0,2024-10-19T16:55:26Z,,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7184}",0.0,0.333,0.667,0.7184,positive
@YTDoomBS,The only reason for me to stay up and study for the exam tomorrow is alakh sir 🔥,3,2024-10-18T19:40:34Z,the only reason for me to stay up and study for the exam tomorrow is alakh sir,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",0.124,0.876,0.0,-0.34,negative
@manshitiwari9527,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=621"">10:21</a> law of definite proportion",5,2024-10-18T14:08:07Z,a href law of definite proportion,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.0,0.704,0.296,0.2732,positive
@yamrajgaming8063,physics Wallah is the Best,2,2024-10-18T13:57:50Z,physics wallah is the best,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive
@PranavKamble-h9n,143🫵,0,2024-10-18T12:55:49Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@PushpMalhotra-k3p,Point 3 section b,1,2024-10-17T17:05:34Z,point section b,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@mr_hardik_royal_chaudhary,17 oct se start kr rha hu😂,2,2024-10-17T16:47:23Z,oct se start kr rha hu,"{'neg': 0.121, 'neu': 0.637, 'pos': 0.242, 'compound': 0.4404}",0.121,0.637,0.242,0.4404,positive
@nasimkhan4320,2024--25 class 11th attendance here,3,2024-10-17T02:17:06Z,class th attendance here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Vedantchase1598,I,1,2024-10-15T16:11:49Z,i,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Nadeem-08o,Class 11th 2024-2025 batch <br><br><br>All the best guys 😊,2,2024-10-15T13:13:15Z,class th batch brbrbrall the best guys,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.8807}",0.0,0.495,0.505,0.8807,positive
@a2koplengend452,2025-26,1,2024-10-14T18:35:23Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Alekhyam-q4v,Please kohi toh advice dijiya nah kaise padya 😢,2,2024-10-14T15:03:54Z,please kohi toh advice dijiya nah kaise padya,"{'neg': 0.326, 'neu': 0.507, 'pos': 0.167, 'compound': -0.296}",0.326,0.507,0.167,-0.296,negative
@SatyanshSrivastava-st2wr,Chemistry walla✅️<br>Physics wallah❌️,4,2024-10-14T14:08:50Z,chemistry wallabrphysics wallah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@CRAZY_SHORTS_12345,🎉,1,2024-10-13T12:26:51Z,,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.0,0.27,0.73,0.4019,positive
@ArushiPathak-mm4yo,2024_2025 batch Attendance,2,2024-10-13T08:11:29Z,batch attendance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@DorothyMartin-o7w,Jose Prairie,1,2024-10-13T06:30:02Z,jose prairie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@HarshitaDubey-ze6sk,Mehhhhh,1,2024-10-12T10:55:11Z,mehhhhh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SomaySharma-dd2iv,Hi from 2024,1,2024-10-12T09:13:00Z,hi from,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@SanaHanif-uk8ig,🎉🎉🎉🎉,2,2024-10-11T15:06:25Z,,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.8689}",0.0,0.27,0.73,0.8689,positive
@superStars-mq4mv,Anyone seeing in October ❤❤❤😂😂,3,2024-10-11T10:26:24Z,anyone seeing in october,"{'neg': 0.103, 'neu': 0.351, 'pos': 0.546, 'compound': 0.9607}",0.103,0.351,0.546,0.9607,positive
@ShivaniKumari-po3pw,Samjh me nhi aaya,1,2024-10-10T13:27:35Z,samjh me nhi aaya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@dineshnegi2491,"Pcm ❤😂 <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=883"">14:43</a>",3,2024-10-09T14:16:39Z,pcm a href,"{'neg': 0.112, 'neu': 0.414, 'pos': 0.473, 'compound': 0.7964}",0.112,0.414,0.473,0.7964,positive
@mehroosgaming8265,Koi oct mai hai kya,4,2024-10-08T13:01:11Z,koi oct mai hai kya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@CarolineViola-f5h,Goyette Overpass,2,2024-10-07T19:26:28Z,goyette overpass,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@GoluKumar-oj8ke,Aaajjj,1,2024-10-07T14:56:09Z,aaajjj,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@UmerShahidvlogging,24 _25  Batch attendance,4,2024-10-07T04:42:26Z,batch attendance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@RatneshwerNarayanSingh,Hi,1,2024-10-06T15:02:57Z,hi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Raizen2412,Funfact :- Nothing is basic in this chapter 😂😂,4,2024-10-06T13:53:55Z,funfact nothing is basic in this chapter,"{'neg': 0.15, 'neu': 0.551, 'pos': 0.299, 'compound': 0.7003}",0.15,0.551,0.299,0.7003,positive
@gabrielphthalimide,..,1,2024-10-06T11:22:26Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
